pruid,prname,prnameFR,date,reporting_week,reporting_year,update,totalcases,numtotal_last7,ratecases_total,numdeaths,numdeaths_last7,ratedeaths,ratecases_last7,ratedeaths_last7,numtotal_last14,numdeaths_last14,ratetotal_last14,ratedeaths_last14,avgcases_last7,avgincidence_last7,avgdeaths_last7,avgratedeaths_last7
59,British Columbia,Colombie-Britannique,2020-02-01,5,2020,1,1,1,0.02,0,0,0,0.02,0,,,,,0.18,0,0,0
48,Alberta,Alberta,2020-02-01,5,2020,1,0,0,0,0,0,0,0,0,,,,,0,0,0,0
47,Saskatchewan,Saskatchewan,2020-02-01,5,2020,1,0,0,0,0,0,0,0,0,,,,,0,0,0,0
46,Manitoba,Manitoba,2020-02-01,5,2020,1,0,0,0,0,0,0,0,0,,,,,0,0,0,0
35,Ontario,Ontario,2020-02-01,5,2020,1,3,3,0.02,0,0,0,0.02,0,,,,,0.43,0,0,0
24,Quebec,Québec,2020-02-01,5,2020,1,0,0,0,0,0,0,0,0,,,,,0,0,0,0
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-02-01,5,2020,1,0,0,0,0,0,0,0,0,,,,,0,0,0,0
13,New Brunswick,Nouveau-Brunswick,2020-02-01,5,2020,1,0,0,0,0,0,0,0,0,,,,,0,0,0,0
12,Nova Scotia,Nouvelle-Écosse,2020-02-01,5,2020,1,0,0,0,0,0,0,0,0,,,,,0,0,0,0
11,Prince Edward Island,Île-du-Prince-Édouard,2020-02-01,5,2020,1,0,0,0,0,0,0,0,0,,,,,0,0,0,0
60,Yukon,Yukon,2020-02-01,5,2020,1,0,0,0,0,0,0,0,0,,,,,0,0,0,0
61,Northwest Territories,Territoires du Nord-Ouest,2020-02-01,5,2020,1,0,0,0,0,0,0,0,0,,,,,0,0,0,0
62,Nunavut,Nunavut,2020-02-01,5,2020,1,0,0,0,0,0,0,0,0,,,,,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,2020-02-01,5,2020,,0,0,,0,0,,,,,,,,0,,0,
1,Canada,Canada,2020-02-01,5,2020,,4,4,0.01,0,0,0,0.01,0,,,,,0.57,0,0,0
59,British Columbia,Colombie-Britannique,2020-02-08,6,2020,1,4,3,0.08,0,0,0,0.06,0,4,0,0.08,0,0.43,0.01,0,0
48,Alberta,Alberta,2020-02-08,6,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,Saskatchewan,Saskatchewan,2020-02-08,6,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,Manitoba,Manitoba,2020-02-08,6,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,Ontario,Ontario,2020-02-08,6,2020,1,3,0,0.02,0,0,0,0,0,3,0,0.02,0,0,0,0,0
24,Quebec,Québec,2020-02-08,6,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-02-08,6,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,New Brunswick,Nouveau-Brunswick,2020-02-08,6,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,Nova Scotia,Nouvelle-Écosse,2020-02-08,6,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,Prince Edward Island,Île-du-Prince-Édouard,2020-02-08,6,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,Yukon,Yukon,2020-02-08,6,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Northwest Territories,Territoires du Nord-Ouest,2020-02-08,6,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,Nunavut,Nunavut,2020-02-08,6,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,2020-02-08,6,2020,,0,0,,0,0,,,,0,0,,,0,,0,
1,Canada,Canada,2020-02-08,6,2020,,7,3,0.02,0,0,0,0.01,0,7,0,0.02,0,0.43,0,0,0
59,British Columbia,Colombie-Britannique,2020-02-15,7,2020,1,4,0,0.08,0,0,0,0,0,3,0,0.06,0,0,0,0,0
48,Alberta,Alberta,2020-02-15,7,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,Saskatchewan,Saskatchewan,2020-02-15,7,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,Manitoba,Manitoba,2020-02-15,7,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,Ontario,Ontario,2020-02-15,7,2020,1,3,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0
24,Quebec,Québec,2020-02-15,7,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-02-15,7,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,New Brunswick,Nouveau-Brunswick,2020-02-15,7,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,Nova Scotia,Nouvelle-Écosse,2020-02-15,7,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,Prince Edward Island,Île-du-Prince-Édouard,2020-02-15,7,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,Yukon,Yukon,2020-02-15,7,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Northwest Territories,Territoires du Nord-Ouest,2020-02-15,7,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,Nunavut,Nunavut,2020-02-15,7,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,2020-02-15,7,2020,,0,0,,0,0,,,,0,0,,,0,,0,
1,Canada,Canada,2020-02-15,7,2020,,7,0,0.02,0,0,0,0,0,3,0,0.01,0,0,0,0,0
59,British Columbia,Colombie-Britannique,2020-02-22,8,2020,1,6,2,0.11,0,0,0,0.04,0,2,0,0.04,0,0.29,0.01,0,0
48,Alberta,Alberta,2020-02-22,8,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,Saskatchewan,Saskatchewan,2020-02-22,8,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,Manitoba,Manitoba,2020-02-22,8,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,Ontario,Ontario,2020-02-22,8,2020,1,3,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0
24,Quebec,Québec,2020-02-22,8,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-02-22,8,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,New Brunswick,Nouveau-Brunswick,2020-02-22,8,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,Nova Scotia,Nouvelle-Écosse,2020-02-22,8,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,Prince Edward Island,Île-du-Prince-Édouard,2020-02-22,8,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,Yukon,Yukon,2020-02-22,8,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Northwest Territories,Territoires du Nord-Ouest,2020-02-22,8,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,Nunavut,Nunavut,2020-02-22,8,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,2020-02-22,8,2020,,0,0,,0,0,,,,0,0,,,0,,0,
1,Canada,Canada,2020-02-22,8,2020,,9,2,0.02,0,0,0,0.01,0,2,0,0.01,0,0.29,0,0,0
59,British Columbia,Colombie-Britannique,2020-02-29,9,2020,1,7,1,0.13,0,0,0,0.02,0,3,0,0.06,0,0.14,0,0,0
48,Alberta,Alberta,2020-02-29,9,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,Saskatchewan,Saskatchewan,2020-02-29,9,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,Manitoba,Manitoba,2020-02-29,9,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,Ontario,Ontario,2020-02-29,9,2020,1,8,5,0.05,0,0,0,0.03,0,5,0,0.03,0,0.71,0,0,0
24,Quebec,Québec,2020-02-29,9,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-02-29,9,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,New Brunswick,Nouveau-Brunswick,2020-02-29,9,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,Nova Scotia,Nouvelle-Écosse,2020-02-29,9,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,Prince Edward Island,Île-du-Prince-Édouard,2020-02-29,9,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,Yukon,Yukon,2020-02-29,9,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Northwest Territories,Territoires du Nord-Ouest,2020-02-29,9,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,Nunavut,Nunavut,2020-02-29,9,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,2020-02-29,9,2020,,0,0,,0,0,,,,0,0,,,0,,0,
1,Canada,Canada,2020-02-29,9,2020,,15,6,0.04,0,0,0,0.02,0,8,0,0.02,0,0.86,0,0,0
59,British Columbia,Colombie-Britannique,2020-03-07,10,2020,1,27,20,0.51,0,0,0,0.38,0,21,0,0.39,0,2.86,0.05,0,0
48,Alberta,Alberta,2020-03-07,10,2020,1,2,2,0.04,0,0,0,0.04,0,2,0,0.04,0,0.29,0.01,0,0
47,Saskatchewan,Saskatchewan,2020-03-07,10,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,Manitoba,Manitoba,2020-03-07,10,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,Ontario,Ontario,2020-03-07,10,2020,1,28,20,0.19,0,0,0,0.13,0,25,0,0.17,0,2.86,0.02,0,0
24,Quebec,Québec,2020-03-07,10,2020,1,1,1,0.01,0,0,0,0.01,0,1,0,0.01,0,0.14,0,0,0
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-03-07,10,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,New Brunswick,Nouveau-Brunswick,2020-03-07,10,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,Nova Scotia,Nouvelle-Écosse,2020-03-07,10,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,Prince Edward Island,Île-du-Prince-Édouard,2020-03-07,10,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,Yukon,Yukon,2020-03-07,10,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Northwest Territories,Territoires du Nord-Ouest,2020-03-07,10,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,Nunavut,Nunavut,2020-03-07,10,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,2020-03-07,10,2020,,0,0,,0,0,,,,0,0,,,0,,0,
1,Canada,Canada,2020-03-07,10,2020,,58,43,0.15,0,0,0,0.11,0,49,0,0.13,0,6.14,0.02,0,0
59,British Columbia,Colombie-Britannique,2020-03-14,11,2020,1,64,37,1.2,1,1,0.02,0.7,0.02,57,1,1.07,0.02,5.29,0.1,0.14,0
48,Alberta,Alberta,2020-03-14,11,2020,1,56,54,1.23,0,0,0,1.19,0,56,0,1.23,0,7.71,0.17,0,0
47,Saskatchewan,Saskatchewan,2020-03-14,11,2020,1,2,2,0.17,0,0,0,0.17,0,2,0,0.17,0,0.29,0.02,0,0
46,Manitoba,Manitoba,2020-03-14,11,2020,1,4,4,0.28,0,0,0,0.28,0,4,0,0.28,0,0.57,0.04,0,0
35,Ontario,Ontario,2020-03-14,11,2020,1,79,51,0.52,0,0,0,0.34,0,71,0,0.47,0,7.29,0.05,0,0
24,Quebec,Québec,2020-03-14,11,2020,1,7,6,0.08,0,0,0,0.07,0,7,0,0.08,0,0.86,0.01,0,0
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-03-14,11,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,New Brunswick,Nouveau-Brunswick,2020-03-14,11,2020,1,2,2,0.25,0,0,0,0.25,0,2,0,0.25,0,0.29,0.04,0,0
12,Nova Scotia,Nouvelle-Écosse,2020-03-14,11,2020,1,2,2,0.2,0,0,0,0.2,0,2,0,0.2,0,0.31,0.03,0,0
11,Prince Edward Island,Île-du-Prince-Édouard,2020-03-14,11,2020,1,1,1,0.59,0,0,0,0.59,0,1,0,0.59,0,0.08,0.05,0,0
60,Yukon,Yukon,2020-03-14,11,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Northwest Territories,Territoires du Nord-Ouest,2020-03-14,11,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,Nunavut,Nunavut,2020-03-14,11,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,2020-03-14,11,2020,,2,2,,0,0,,,,2,0,,,0.29,,0,
1,Canada,Canada,2020-03-14,11,2020,,219,161,0.56,1,1,0,0.41,0,204,1,0.52,0,23,0.06,0.14,0
59,British Columbia,Colombie-Britannique,2020-03-21,12,2020,1,424,360,7.97,10,9,0.19,6.77,0.17,397,10,7.46,0.19,51.43,0.97,1.29,0.02
48,Alberta,Alberta,2020-03-21,12,2020,1,244,188,5.37,1,1,0.02,4.14,0.02,242,1,5.33,0.02,26.86,0.59,0.14,0
47,Saskatchewan,Saskatchewan,2020-03-21,12,2020,1,44,42,3.68,0,0,0,3.52,0,44,0,3.68,0,6,0.5,0,0
46,Manitoba,Manitoba,2020-03-21,12,2020,1,19,15,1.35,0,0,0,1.06,0,19,0,1.35,0,2.14,0.15,0,0
35,Ontario,Ontario,2020-03-21,12,2020,1,377,298,2.5,0,0,0,1.97,0,349,0,2.31,0,42.57,0.28,0,0
24,Quebec,Québec,2020-03-21,12,2020,1,288,281,3.31,5,5,0.06,3.23,0.06,287,5,3.3,0.06,40.14,0.46,0.71,0.01
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-03-21,12,2020,1,6,6,1.14,0,0,0,1.14,0,6,0,1.14,0,0.86,0.16,0,0
13,New Brunswick,Nouveau-Brunswick,2020-03-21,12,2020,1,17,15,2.09,0,0,0,1.85,0,17,0,2.09,0,2.14,0.26,0,0
12,Nova Scotia,Nouvelle-Écosse,2020-03-21,12,2020,1,30,28,2.94,0,0,0,2.75,0,30,0,2.94,0,4,0.39,0,0
11,Prince Edward Island,Île-du-Prince-Édouard,2020-03-21,12,2020,1,2,2,1.17,0,0,0,1.17,0,3,0,1.76,0,0.22,0.13,0,0
60,Yukon,Yukon,2020-03-21,12,2020,1,1,1,2.28,0,0,0,2.28,0,1,0,2.28,0,0.1,0.22,0,0
61,Northwest Territories,Territoires du Nord-Ouest,2020-03-21,12,2020,1,1,1,2.19,0,0,0,2.19,0,1,0,2.19,0,0.1,0.22,0,0
62,Nunavut,Nunavut,2020-03-21,12,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,2020-03-21,12,2020,,13,11,,0,0,,,,13,0,,,1.57,,0,
1,Canada,Canada,2020-03-21,12,2020,,1466,1248,3.77,16,15,0.04,3.21,0.04,1409,16,3.62,0.04,178.29,0.46,2.14,0.01
59,British Columbia,Colombie-Britannique,2020-03-28,13,2020,1,884,460,16.62,16,6,0.3,8.65,0.11,820,15,15.42,0.28,65.71,1.24,0.86,0.02
48,Alberta,Alberta,2020-03-28,13,2020,1,665,421,14.64,1,0,0.02,9.27,0,609,1,13.4,0.02,60.14,1.32,0,0
47,Saskatchewan,Saskatchewan,2020-03-28,13,2020,1,134,90,11.22,0,0,0,7.53,0,132,0,11.05,0,12.86,1.08,0,0
46,Manitoba,Manitoba,2020-03-28,13,2020,1,64,45,4.54,1,1,0.07,3.19,0.07,60,1,4.26,0.07,6.43,0.46,0.14,0.01
35,Ontario,Ontario,2020-03-28,13,2020,1,993,616,6.57,0,0,0,4.08,0,914,0,6.05,0,88,0.58,0,0
24,Quebec,Québec,2020-03-28,13,2020,1,2368,2080,27.23,44,39,0.51,23.92,0.45,2361,44,27.15,0.51,297.14,3.42,5.57,0.06
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-03-28,13,2020,1,120,114,22.81,0,0,0,21.67,0,120,0,22.81,0,16.29,3.1,0.06,0.01
13,New Brunswick,Nouveau-Brunswick,2020-03-28,13,2020,1,51,34,6.28,0,0,0,4.19,0,49,0,6.03,0,4.86,0.6,0,0
12,Nova Scotia,Nouvelle-Écosse,2020-03-28,13,2020,1,102,72,10,0,0,0,7.06,0,100,0,9.81,0,10.33,1.01,0,0
11,Prince Edward Island,Île-du-Prince-Édouard,2020-03-28,13,2020,1,13,11,7.62,0,0,0,6.44,0,13,0,7.62,0,1.59,0.93,0,0
60,Yukon,Yukon,2020-03-28,13,2020,1,4,3,9.13,0,0,0,6.85,0,4,0,9.13,0,0.43,0.98,0,0
61,Northwest Territories,Territoires du Nord-Ouest,2020-03-28,13,2020,1,1,0,2.19,0,0,0,0,0,1,0,2.19,0,0.04,0.09,0,0
62,Nunavut,Nunavut,2020-03-28,13,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,2020-03-28,13,2020,,13,0,,0,0,,,,11,0,,,0,,0,
1,Canada,Canada,2020-03-28,13,2020,,5412,3946,13.9,62,46,0.16,10.14,0.12,5194,61,13.34,0.16,563.71,1.45,6.57,0.02
59,British Columbia,Colombie-Britannique,2020-04-04,14,2020,1,1203,319,22.62,38,22,0.71,6,0.41,779,28,14.64,0.53,45.57,0.86,3.14,0.06
48,Alberta,Alberta,2020-04-04,14,2020,1,1231,566,27.1,23,22,0.51,12.46,0.48,987,22,21.73,0.48,80.86,1.78,3.14,0.07
47,Saskatchewan,Saskatchewan,2020-04-04,14,2020,1,231,97,19.33,3,3,0.25,8.12,0.25,187,3,15.65,0.25,13.86,1.16,0.43,0.04
46,Manitoba,Manitoba,2020-04-04,14,2020,1,194,130,13.77,2,1,0.14,9.22,0.07,175,2,12.42,0.14,18.57,1.32,0.14,0.01
35,Ontario,Ontario,2020-04-04,14,2020,1,3630,2637,24.02,94,94,0.62,17.45,0.62,3253,94,21.53,0.62,376.71,2.49,13.43,0.09
24,Quebec,Québec,2020-04-04,14,2020,1,6749,4381,77.61,203,159,2.33,50.38,1.83,6461,198,74.3,2.28,625.86,7.2,22.71,0.26
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-04-04,14,2020,1,195,75,37.07,1,1,0.19,14.26,0.19,189,1,35.93,0.19,10.71,2.04,0.14,0.03
13,New Brunswick,Nouveau-Brunswick,2020-04-04,14,2020,1,98,47,12.07,0,0,0,5.79,0,81,0,9.97,0,6.71,0.83,0,0
12,Nova Scotia,Nouvelle-Écosse,2020-04-04,14,2020,1,246,143,24.12,0,0,0,14.02,0,215,0,21.08,0,20.45,2.01,0,0
11,Prince Edward Island,Île-du-Prince-Édouard,2020-04-04,14,2020,1,22,8,12.89,0,0,0,4.69,0,19,0,11.13,0,1.18,0.69,0,0
60,Yukon,Yukon,2020-04-04,14,2020,1,6,3,13.7,0,0,0,6.85,0,6,0,13.7,0,0.38,0.87,0,0
61,Northwest Territories,Territoires du Nord-Ouest,2020-04-04,14,2020,1,4,3,8.77,0,0,0,6.58,0,3,0,6.58,0,0.41,0.89,0,0
62,Nunavut,Nunavut,2020-04-04,14,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,2020-04-04,14,2020,,13,0,,0,0,,,,0,0,,,0,,0,
1,Canada,Canada,2020-04-04,14,2020,,13822,8409,35.5,364,302,0.94,21.6,0.78,12355,348,31.74,0.89,1201.29,3.09,43.14,0.11
59,British Columbia,Colombie-Britannique,2020-04-11,15,2020,1,1445,242,27.17,58,20,1.09,4.55,0.38,561,42,10.55,0.79,34.57,0.65,2.86,0.05
48,Alberta,Alberta,2020-04-11,15,2020,1,1551,320,34.14,45,22,0.99,7.04,0.48,886,44,19.5,0.97,45.71,1.01,3.14,0.07
47,Saskatchewan,Saskatchewan,2020-04-11,15,2020,1,289,58,24.19,4,1,0.33,4.85,0.08,155,4,12.97,0.33,8.29,0.69,0.14,0.01
46,Manitoba,Manitoba,2020-04-11,15,2020,1,242,48,17.17,4,2,0.28,3.41,0.14,178,3,12.63,0.21,6.86,0.49,0.29,0.02
35,Ontario,Ontario,2020-04-11,15,2020,1,6648,3018,44,252,158,1.67,19.97,1.05,5655,252,37.43,1.67,431.14,2.85,22.57,0.15
24,Quebec,Québec,2020-04-11,15,2020,1,11263,4514,129.52,622,419,7.15,51.91,4.82,8895,578,102.29,6.65,644.86,7.42,59.86,0.69
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-04-11,15,2020,1,241,46,45.82,2,1,0.38,8.75,0.19,121,2,23.01,0.38,6.57,1.25,0.14,0.03
13,New Brunswick,Nouveau-Brunswick,2020-04-11,15,2020,1,112,14,13.79,0,0,0,1.72,0,61,0,7.51,0,2,0.25,0,0
12,Nova Scotia,Nouvelle-Écosse,2020-04-11,15,2020,1,422,177,41.38,2,2,0.2,17.36,0.2,320,2,31.38,0.2,25.24,2.48,0.31,0.03
11,Prince Edward Island,Île-du-Prince-Édouard,2020-04-11,15,2020,1,24,2,14.06,0,0,0,1.17,0,10,0,5.86,0,0.31,0.18,0,0
60,Yukon,Yukon,2020-04-11,15,2020,1,8,2,18.27,0,0,0,4.57,0,5,0,11.42,0,0.24,0.54,0,0
61,Northwest Territories,Territoires du Nord-Ouest,2020-04-11,15,2020,1,5,1,10.96,0,0,0,2.19,0,4,0,8.77,0,0.16,0.36,0,0
62,Nunavut,Nunavut,2020-04-11,15,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,2020-04-11,15,2020,,13,0,,0,0,,,,0,0,,,0,,0,
1,Canada,Canada,2020-04-11,15,2020,,22263,8442,57.19,989,625,2.54,21.69,1.61,16851,927,43.29,2.38,1206,3.1,89.29,0.23
59,British Columbia,Colombie-Britannique,2020-04-18,16,2020,1,1618,173,30.42,78,20,1.47,3.25,0.38,415,40,7.8,0.75,24.71,0.46,2.86,0.05
48,Alberta,Alberta,2020-04-18,16,2020,1,2492,941,54.85,57,12,1.25,20.71,0.26,1261,34,27.76,0.75,134.43,2.96,1.71,0.04
47,Saskatchewan,Saskatchewan,2020-04-18,16,2020,1,313,24,26.2,4,0,0.33,2.01,0,82,1,6.86,0.08,3.43,0.29,0,0
46,Manitoba,Manitoba,2020-04-18,16,2020,1,253,11,17.95,5,1,0.35,0.78,0.07,59,3,4.19,0.21,1.57,0.11,0.14,0.01
35,Ontario,Ontario,2020-04-18,16,2020,1,10010,3362,66.25,511,259,3.38,22.25,1.71,6380,417,42.23,2.76,480.29,3.18,37,0.24
24,Quebec,Québec,2020-04-18,16,2020,1,17262,5999,198.51,1275,653,14.66,68.99,7.51,10513,1072,120.9,12.33,857,9.86,93.29,1.07
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-04-18,16,2020,1,256,15,48.67,3,1,0.57,2.85,0.19,61,2,11.6,0.38,2.14,0.41,0.08,0.02
13,New Brunswick,Nouveau-Brunswick,2020-04-18,16,2020,1,118,6,14.53,0,0,0,0.74,0,20,0,2.46,0,0.86,0.11,0,0
12,Nova Scotia,Nouvelle-Écosse,2020-04-18,16,2020,1,650,228,63.74,7,5,0.69,22.36,0.49,405,7,39.72,0.69,32.59,3.2,0.73,0.07
11,Prince Edward Island,Île-du-Prince-Édouard,2020-04-18,16,2020,1,26,2,15.23,0,0,0,1.17,0,4,0,2.34,0,0.27,0.16,0,0
60,Yukon,Yukon,2020-04-18,16,2020,1,10,2,22.84,0,0,0,4.57,0,4,0,9.13,0,0.24,0.54,0,0
61,Northwest Territories,Territoires du Nord-Ouest,2020-04-18,16,2020,1,5,0,10.96,0,0,0,0,0,1,0,2.19,0,0,0,0,0
62,Nunavut,Nunavut,2020-04-18,16,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,2020-04-18,16,2020,,13,0,,0,0,,,,0,0,,,0,,0,
1,Canada,Canada,2020-04-18,16,2020,,33026,10763,84.83,1940,951,4.98,27.65,2.44,19205,1576,49.33,4.05,1537.57,3.95,135.86,0.35
59,British Columbia,Colombie-Britannique,2020-04-25,17,2020,1,1948,330,36.62,100,22,1.88,6.2,0.41,503,42,9.46,0.79,47.14,0.89,3.14,0.06
48,Alberta,Alberta,2020-04-25,17,2020,1,4228,1736,93.06,84,27,1.85,38.21,0.59,2677,39,58.92,0.86,248,5.46,3.86,0.08
47,Saskatchewan,Saskatchewan,2020-04-25,17,2020,1,349,36,29.21,4,0,0.33,3.01,0,60,0,5.02,0,5.14,0.43,0,0
46,Manitoba,Manitoba,2020-04-25,17,2020,1,267,14,18.95,6,1,0.43,0.99,0.07,25,2,1.77,0.14,2,0.14,0.14,0.01
35,Ontario,Ontario,2020-04-25,17,2020,1,13995,3985,92.62,807,296,5.34,26.37,1.96,7347,555,48.63,3.67,569.29,3.77,42.29,0.28
24,Quebec,Québec,2020-04-25,17,2020,1,22279,5017,256.21,2092,817,24.06,57.7,9.4,11016,1470,126.68,16.9,716.71,8.24,116.71,1.34
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,2020-04-25,17,2020,1,257,1,48.86,3,0,0.57,0.19,0,16,1,3.04,0.19,0.14,0.03,0,0
13,New Brunswick,Nouveau-Brunswick,2020-04-25,17,2020,1,118,0,14.53,0,0,0,0,0,6,0,0.74,0,0,0,0,0
12,Nova Scotia,Nouvelle-Écosse,2020-04-25,17,2020,1,849,198,83.26,20,12,1.96,19.42,1.18,426,17,41.78,1.67,28.35,2.78,1.78,0.17
11,Prince Edward Island,Île-du-Prince-Édouard,2020-04-25,17,2020,1,27,1,15.82,0,0,0,0.59,0,3,0,1.76,0,0.14,0.08,0,0
60,Yukon,Yukon,2020-04-25,17,2020,1,11,1,25.12,0,0,0,2.28,0,3,0,6.85,0,0.19,0.43,0,0
61,Northwest Territories,Territoires du Nord-Ouest,2020-04-25,17,2020,1,5,0,10.96,0,0,0,0,0,0,0,0,0,0,0,0,0
62,Nunavut,Nunavut,2020-04-25,17,2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,2020-04-25,17,2020,,13,0,,0,0,,,,0,0,,,0,,0,
1,Canada,Canada,2020-04-25,17,2020,,44346,11319,113.91,3116,1175,8,29.08,3.02,22082,2126,56.72,5.46,1617,4.15,167.86,0.43
59,British Columbia,Colombie-Britannique,2020-05-02,18,2020,1,2171,223,40.81,114,14,2.14,4.19,0.26,553,36,10.4,0.68,31.86,0.6,2,0.04
